cohort,agent,t_offset_s
active,1,296040.772
active,8,296108.696
active,1,296220.569
active,0,296220.922
active,0,296280.627
active,4,296350.667
active,2,296414.884
active,7,296415.227
active,5,296530.65
active,1,296640.767
active,1,296700.65
active,0,296701.459
active,3,296704.942
active,1,296760.55
active,0,296760.974
active,2,296770.662
active,4,296890.7
active,5,296950.879
active,1,297005.221
active,9,297011.939
active,4,297071.163
active,0,297120.665
active,1,297180.595
active,3,297180.949
active,0,297180.95
active,2,297251.278
active,0,297301.05
active,3,297305.239
active,9,297311.536
active,3,297361.103
active,1,297421.127
active,2,297491.04
active,3,297603.801
active,3,297660.876
active,3,297720.9
active,5,297731.002
active,5,297790.622
active,0,297840.916
active,0,297900.455
active,7,297916.953
active,4,297921.549
active,5,297970.902
active,5,298090.522
active,4,298151.169
active,0,298261.393
active,2,298270.86
active,1,298320.589
active,0,298320.95
active,5,298331.023
active,4,298331.349
active,3,298380.998
active,1,298381.065
active,1,298441.12
active,0,298501.491
active,4,298520.469
active,0,298560.592
active,5,298571.265
active,3,298621.127
active,5,298690.845
active,5,298751.222
active,4,298829.826
active,3,298861.273
active,2,298871.145
active,5,298931.239
active,3,298981.12
active,3,299040.977
active,1,299100.634
active,3,299104.59
active,4,299120.218
active,3,299160.885
active,4,299290.635
active,0,299340.882
active,5,299411.326
active,7,299415.367
active,4,299470.739
active,3,299520.788
active,3,299580.908
active,2,299591.071
active,0,299640.968
active,8,299708.106
active,9,299711.843
active,7,299716.657
active,4,299720.839
active,4,299770.812
active,3,299821.304
active,4,299830.989
active,3,299880.967
active,7,300015.071
active,0,300060.919
active,4,300071.335
active,1,300241.184
active,3,300304.619
active,7,300315.114
active,3,300361.084
active,0,300420.718
active,0,300481.042
active,0,300601.051
active,3,300720.641
active,2,300730.704
active,3,300781.17
active,3,300903.899
active,8,300906.681
active,1,301020.958
active,5,301210.806
active,3,301261.184
active,4,301450.769
active,6,301507.34
active,5,301511.62
active,3,301680.936
active,5,301691.256
active,3,301740.765
active,3,301804.721
active,6,301805.05
active,9,301811.404
active,5,301871.125
active,3,301920.967
active,5,301931.134
active,5,301991.284
active,3,302040.724
active,6,302106.878
active,5,302171.194
active,0,302220.623
active,1,302220.865
active,3,302220.966
active,0,302280.545
active,5,302350.881
active,0,302401.403
active,5,302415.766
active,9,302430.103
active,4,302531.273
active,4,302650.764
active,0,302700.684
active,1,302701.051
active,6,302705.66
active,7,302714.672
active,3,302761.186
active,3,302821.063
active,5,302891.098
active,2,302891.185
active,0,302940.563
active,3,302940.988
active,4,302951.062
active,1,303001.001
active,5,303011.048
active,2,303014.142
active,4,303070.562
active,2,303071.091
active,5,303071.112
active,1,303180.729
active,0,303301.341
active,1,303304.783
active,6,303307.871
active,1,303361.034
active,1,303420.868
active,0,303600.705
active,5,303611.419
active,3,303660.736
active,0,303661.128
active,4,303670.828
active,5,303671.478
active,3,303720.746
active,0,303720.749
active,5,303730.859
active,0,303780.958
active,5,303851.162
active,1,303900.749
active,0,303901.33
active,6,303905.277
active,9,303910.058
active,5,303910.958
active,4,303919.678
active,0,303960.693
active,2,304031.191
active,0,304081.214
active,0,304140.925
active,5,304150.85
active,6,304216.118
active,9,304220.423
active,0,304260.842
active,2,304271.147
active,5,304271.148
active,0,304321.058
active,2,304391.146
active,2,304451.129
active,4,304451.26
active,5,304451.262
active,3,304620.889
active,5,304630.669
active,3,304680.8
active,3,304740.736
active,8,304807.247
active,5,304810.601
active,4,304819.098
active,1,304860.655
active,0,304861.05
active,2,304871.116
active,0,304920.695
active,5,304930.745
active,4,304991.201
active,3,305105.449
active,7,305116.945
active,4,305121.577
active,1,305280.462
active,5,305290.568
active,4,305290.928
active,2,305290.929
active,3,305340.638
active,1,305341.186
active,4,305350.657
active,0,305401.356
active,8,305407.1
active,9,305410.248
active,7,305415.143
active,5,305471.032
active,1,305580.794
active,3,305703.429
active,8,305706.189
active,5,305830.591
active,4,305830.832
active,3,305880.539
active,0,305941.043
active,0,306001.075
active,0,306120.788
active,2,306130.672
active,3,306180.542
active,1,306180.896
active,2,306191.417
active,8,306308.328
active,9,306312.609
active,2,306314.235
active,1,306361.113
active,2,306491.046
active,1,306540.576
active,8,306611.924
active,2,306615.071
active,7,306615.487
active,0,306660.515
active,5,306670.911
active,2,306671.262
active,5,306730.567
active,3,306840.589
active,0,306840.87
active,5,306851.116
active,6,306908.818
active,3,307020.684
active,2,307090.693
active,5,307091.528
active,0,307140.96
active,1,307201.223
active,2,307271.442
active,2,307330.824
active,3,307380.988
active,3,307440.569
active,5,307511.337
active,2,307571.506
active,0,307621.043
active,5,307630.764
active,0,307680.93
active,3,307741.068
active,5,307819.401
active,2,307931.475
active,4,307945.98
active,0,307980.92
active,7,308132.259
active,0,308220.585
active,1,308405.151
active,5,308414.142
active,8,308425.672
active,0,308461.661
active,0,308700.936
active,1,308711.444
active,3,308716.014
active,2,308727.057
active,6,308729.788
active,5,308830.801
active,4,308896.548
active,5,309013.89
active,4,309030.086
active,0,309180.601
active,0,309240.711
active,7,309320.991
active,4,309377.971
active,5,309633.859
active,3,309636.456
active,2,309647.792
active,6,309652.213
active,1,309904.003
active,0,310020.59
active,1,310140.591
active,0,310140.774
active,2,310153.352
active,0,310200.539
active,5,310214.104
active,5,310271.121
active,0,310320.908
active,2,310334.648
active,1,310440.623
active,0,310441.218
active,3,310441.221
active,2,310454.225
active,4,310539.902
active,1,310740.632
active,1,310803.765
active,0,310980.864
active,3,311040.809
active,2,311053.657
active,9,311117.997
active,3,311221.314
active,2,311234.562
active,3,311281.107
active,5,311416.979
active,4,311477.404
active,0,311521.12
active,3,311521.313
active,1,311581.158
active,0,311640.838
active,3,311641.133
active,2,311654.241
active,5,311771.214
active,0,311820.64
active,4,311953.88
active,6,312011.607
active,5,312131.084
active,4,312195.136
active,1,312240.797
active,1,312308.481
active,3,312315.292
active,5,312318.282
active,8,312321.707
active,9,312328.492
active,4,312336.661
active,2,312374.422
active,1,312480.633
active,8,312914.861
active,2,312920.198
active,1,312960.628
active,1,313020.793
active,4,313034.484
active,4,313095.529
active,3,313141.095
active,4,313154.525
active,9,313258.135
active,4,313267.899
active,1,313320.526
active,0,313381.069
active,2,313394.262
active,3,313561.199
active,2,313574.3
active,2,313634.51
active,5,313691.171
active,5,313750.607
active,2,313754.522
active,0,313801.101
active,4,313827.837
active,1,313861.336
active,3,313981.007
active,4,313994.653
active,0,314041.264
active,1,314108.035
active,2,314126.337
active,1,314161.012
active,5,314170.554
active,4,314177.011
active,2,314233.824
active,5,314291.093
active,1,314341.263
active,5,314351.477
active,0,314461.014
active,4,314474.906
active,5,314531.106
active,2,314533.702
active,0,314581.04
active,4,314594.87
active,5,314650.78
active,8,314717.268
active,7,314722.107
active,3,314761.194
active,2,314834.015
active,4,314835.055
active,0,314880.865
active,3,315016.25
active,5,315017.256
active,2,315029.641
active,0,315060.849
active,5,315071.003
active,5,315251.437
active,2,315318.722
active,4,315326.501
active,2,315433.319
active,0,315481.195
active,5,315490.884
active,5,315614.054
active,9,315622.087
active,2,315622.185
active,4,315630.818
active,1,315661.05
active,3,315661.197
active,0,315721.246
active,3,315721.248
active,4,315734.636
active,0,315780.937
active,2,315854.186
active,1,315907.88
active,6,315920.894
active,9,315929.821
active,2,316093.706
active,1,316140.799
active,2,316153.79
active,4,316154.86
active,0,316201.502
active,6,316214.955
active,8,316218.58
active,4,316230.889
active,2,316273.946
active,4,316274.358
active,3,316321.26
active,2,316333.935
active,6,316513.971
active,5,316514.283
active,3,316561.276
active,4,316575.015
active,3,316621.148
active,2,316634.273
active,0,316680.902
active,2,316753.831
active,4,316846.366
active,1,316863.602
active,5,316870.881
active,4,316934.404
active,0,316980.509
active,5,317113.42
active,2,317297.508
active,0,317341.263
active,2,317354.441
active,0,317400.921
active,0,317461.339
active,2,317473.983
active,3,317521.234
active,5,317531.033
active,1,317581.177
active,1,317641.018
active,0,317641.32
active,0,317700.581
active,8,317723.386
active,9,317728.512
active,2,317774.145
active,3,317881.236
active,7,318022.402
active,4,318075.18
active,1,318121.012
active,7,318321.947
active,3,318361.215
active,5,318431.083
active,1,318480.97
active,4,318554.584
active,3,318615.473
active,8,318623.181
active,9,318627.7
active,2,318674.138
active,0,318840.917
active,5,318850.555
active,2,318854.519
active,0,318960.742
active,3,319081.226
active,2,319094.072
active,1,319140.984
active,2,319153.763
active,4,319154.784
active,8,319217.354
active,1,319320.89
active,5,319331.092
active,0,319440.678
active,6,319521.352
active,7,319527.386
active,3,319564.108
active,5,319571.1
active,4,319576.833
active,5,319691.274
active,1,319805.239
active,3,319808.789
active,1,319860.802
active,0,319861.395
active,4,319874.981
active,1,320041.117
active,0,320101.312
active,5,320113.962
active,7,320122.083
active,2,320173.734
active,0,320220.917
active,3,320221.174
active,3,320341.246
active,0,320341.377
active,4,320355.375
active,5,320420.937
active,3,320466.321
active,2,320476.751
active,5,320591.033
active,5,320714.011
active,8,320718.675
active,7,320724.932
active,3,320761.262
active,5,320771.119
active,2,320774.032
active,0,320820.977
active,1,320880.569
active,0,320880.882
active,5,320890.777
active,4,320894.534
active,6,321013.771
active,9,321020.554
active,2,321021.153
active,0,321060.576
active,4,321074.613
active,0,321120.626
active,1,321120.946
active,5,321131.244
active,4,321134.86
active,4,321194.649
active,2,321253.682
active,1,321360.524
active,2,321434.234
active,5,321551.098
active,2,321553.924
active,0,321601.284
active,1,321605.08
active,3,321608.661
active,8,321617.396
active,7,321622.085
active,3,321781.418
active,0,321901.399
active,3,321908.713
active,4,322034.78
active,4,322095.095
active,5,322217.431
active,5,322330.727
active,7,322521.275
active,4,322526.198
active,0,322561.233
active,1,322680.671
active,5,322690.889
active,5,322751.281
active,6,322812.196
active,8,322815.168
active,4,322934.62
active,2,323053.499
active,2,323125.716
active,2,323174.266
active,5,323231.267
active,0,323280.665
active,3,323341.089
active,5,323351.167
active,0,323401.301
active,3,323409.21
active,6,323413.63
active,2,323422.111
active,0,323460.98
active,1,323520.605
active,4,323534.564
active,5,323651.153
active,5,323713.952
active,2,323773.595
active,4,323774.048
active,3,323821.205
active,5,323831.301
active,4,323835.114
active,0,323880.687
active,1,323880.963
active,3,323881.339
active,3,323941.146
active,4,323954.853
active,8,324037.131
active,2,324038.216
active,3,324064.588
active,2,324077.388
active,3,324121.289
active,2,324193.92
active,0,324360.899
active,0,324420.887
active,2,324433.86
active,4,324434.656
active,1,324481.142
active,4,324554.957
active,0,324601.165
active,1,324604.805
active,5,324614.307
active,6,324616.28
active,4,324629.109
active,5,324671.171
active,1,324720.992
active,0,324780.524
active,9,324928.228
active,4,324935.504
active,2,325094.454
active,4,325154.767
active,5,325214.021
active,4,325230.71
active,1,325260.588
active,4,325274.761
active,3,325321.288
active,0,325380.738
active,4,325394.547
active,1,325505.417
